clean_text,Sentiment,label
Haha They will struggle with injuries oncomingfistdarkskintone,Positive,1
Githeri is struggle meal and noone can tell me otherwise,Positive,1
never understand people wouldn’t struggle ata,Positive,1
Haha mimi nowadays ni ibaadah kutafuta pesa na kufurahisha family No time fighting for politicians who know nothing about my struggles,Positive,1
grinningsquintingfacegrinningsquintingfacegrinningsquintingface issa struggle for me as well These notebooks are the official ones The Bside consists of notes on old receipts tissue and my kiddos exercise books stuffed in my handbag used as book marks could go on and on womangesturingOKmediumdarkskintone,Positive,1
African politics at glance all the best though the struggle continues peacefully and democratically no hard feelings still,Positive,1
“Some of the most comforting words in the universe are ‘me too’ That moment when you find out that your struggle is also someone else’s struggle that you’re not alone and that others have been down the same road” – Unknown,Negative,0
This is wat happened while Thika road was under construction am really praying you dont get the same struggle even after the expressway is constructed easy my people nawafeel,Positive,1
Kuna wale walijaribu hii jana Hao pekee ndio walifika Only one bus made it after the struggle in traffic on Mombasa Road,Positive,1
Speaking of my struggles with PTSD Livepurplecircle on the Pan African spaces Hosted by Cohost Dr Psychiatrist Zimbabwe,Positive,1
someone else owns the land you pay very small land rent freehold is the best if leasehold is less than 99 years you can struggle to get loan Kenya has only 30k mortgages and it is not hard to see why 15 interest rates over 20 years  35,Positive,1
Every major religion today is winner in the Darwinian struggle waged among cultures and none ever flourished by tolerating its rivals,Positive,1
Embrace the struggle embrace the pain,Negative,0
Major US pipeline struggles to reopen after ransomware attack via,Positive,1
intentions were purely for educational purposes And then they will blame straight people for their woes Somebody wants to learn and be informed about your struggles so that he can support you but you are pushing him away then you start crying that you are  47,Negative,0
that plain assholes to be tolerated either So you find genuine person is looking to learn about LGBT stuff and their struggles so that they can form an opinion but when person asks question heshe is blocked by the whole gang even if hisher  37,Positive,1
Underrated struggle that one,Positive,1
You see me breakdown in that videoI never talked about my mums struggle to anyone always kept it in my heart like souvenirso never so that question coming and it immediately triggered my emotions remembering the blisters on my feet as result of trecking,Negative,0
Below is short story Kaka Nene  VICMASS LUODOLLAR struggle kod mamawa to bring food home clothing and schools items for me and my siblings An first born an wuoi kende ei nyiri angwen An kod mamawa newachieo 300 Am in the morning wadhi sombone jirani pii,Positive,1
Happy mothers day kuom mine ma struggle Mondo nyithindgi Kik nind kechKik wuoth duk oyud kuma ninde oyud school bende foldedhandsdarkskintonefoldedhandsdarkskintoneloudlycryingfaceloudlycryingfaceloudlycryingface Ka isechandri kod mamau,Negative,0
actions in the search for it during these honorable nights by praying making dhikr and supplicating So they grow and increase in the nearness to Allaah and His reward And He also kept it hidden from them as test for them to distinguish who amongst them struggles and makes,Positive,1
Mini liberation struggles everywhere Whats happening in our  The threats in this letter are palpable towards the Monday deadlyline And the presidents recent warning that only real men will remain in control out there as the cowards join him in Juba,Positive,1
bana maintaining sanity while at it issa struggle,Positive,1
Life issa Struggle to all of usjaribu tuu uelewe haki,Positive,1
This has become me struggle to eat junk food nowadays,Positive,1
United we stand members walking up and down Letter with PLHIV asks delivered and no one to adress us struggle continues,Positive,1
and let the tears run down kind of Friday How do you guys deal with emotional baggage Being unmotivated and the constant struggle of viscous cycle Im really going through it this early morning,Positive,1
You cant break the Heart of guy who went thru this struggle How  Donholm Phase 8,Positive,1
Who lied to Kenyan leaders that making yourself struggle to make speech in KISWAHILI is measure of knowledge and symbol of being an English orator,Positive,1
sometime mashinani ukilima and getting busy with goats chicken and other farm activities that earn money You will realize that nothing works best than the struggle to grow tomatoes or keeping all your hatched chicks alive did and am  56,Positive,1
Be thankful for all the struggles you go through They make you stronger wiser and humble Dont let it break you let it make you,Positive,1
